task_id,title,description,priority,status,assigned_to,deadline,created_at,category
245,Implement OAuth2,Fix alignment and spacing issues on the mobile view.,Low,In Progress,Eve,2025-05-27,2025-04-29,Documentation
246,Design Landing Page,Write unit tests for the newly added features.,Medium,Open,Diana,2025-05-16,2025-04-20,Feature
247,Fix UI Glitches,Update the navigation bar as per the new UI guidelines.,High,In Progress,Diana,2025-06-05,2025-04-11,Improvement
248,Create Unit Tests,Complete the documentation for the public API.,Medium,Completed,Diana,2025-05-13,2025-05-03,Improvement
249,Update Database Schema,Complete the documentation for the public API.,High,Completed,Eve,2025-05-21,2025-03-20,Bug
250,Fix Login Bug,Update the schema to support new user roles and permissions.,High,In Progress,Charlie,2025-06-10,2025-05-04,Refactor
251,Create Unit Tests,Write unit tests for the newly added features.,Medium,Open,Eve,2025-05-12,2025-05-02,Documentation
252,Fix Login Bug,Improve the performance of the backend queries.,Low,In Progress,Eve,2025-05-29,2025-04-19,Improvement
253,Fix UI Glitches,Update the navigation bar as per the new UI guidelines.,Low,Open,Charlie,2025-04-20,2025-04-07,Feature
254,Refactor Codebase,Write unit tests for the newly added features.,Low,Completed,Eve,2025-05-02,2025-03-31,Refactor
255,Fix UI Glitches,Design a responsive landing page for the new campaign.,Low,In Progress,Alice,2025-04-19,2025-04-18,Feature
256,Fix Login Bug,Fix alignment and spacing issues on the mobile view.,High,Completed,Bob,2025-05-10,2025-03-21,Refactor
257,Fix Login Bug,Refactor the legacy code for better readability.,Medium,Completed,Charlie,2025-05-27,2025-04-27,Feature
258,Create Unit Tests,Update the navigation bar as per the new UI guidelines.,High,In Progress,Diana,2025-05-22,2025-04-23,Feature
259,Update Database Schema,Update the schema to support new user roles and permissions.,Low,In Progress,Alice,2025-04-29,2025-04-13,Refactor
260,Optimize Backend,Write unit tests for the newly added features.,Low,Open,Charlie,2025-05-09,2025-03-26,Documentation
261,Create Unit Tests,Fix alignment and spacing issues on the mobile view.,Medium,In Progress,Bob,2025-05-28,2025-05-02,Feature
262,Create Unit Tests,Update the navigation bar as per the new UI guidelines.,High,In Progress,Charlie,2025-06-13,2025-04-05,Improvement
263,Design Landing Page,Fix alignment and spacing issues on the mobile view.,Medium,Open,Eve,2025-05-01,2025-04-30,Refactor
264,Optimize Backend,Write unit tests for the newly added features.,Low,In Progress,Charlie,2025-05-18,2025-04-10,Bug
265,Write API Docs,Improve the performance of the backend queries.,High,Open,Bob,2025-06-04,2025-05-11,Bug
266,Fix UI Glitches,Update the navigation bar as per the new UI guidelines.,High,In Progress,Charlie,2025-05-25,2025-05-07,Refactor
267,Create Unit Tests,Implement secure login using OAuth2 protocol.,Low,Open,Diana,2025-04-14,2025-04-01,Bug
268,Create Unit Tests,Update the schema to support new user roles and permissions.,Medium,Completed,Diana,2025-05-07,2025-04-13,Bug
269,Write API Docs,Improve the performance of the backend queries.,Medium,In Progress,Alice,2025-05-02,2025-03-30,Refactor
270,Refactor Codebase,Write unit tests for the newly added features.,High,Completed,Alice,2025-06-03,2025-05-08,Documentation
271,Optimize Backend,Complete the documentation for the public API.,Medium,In Progress,Alice,2025-06-13,2025-04-15,Bug
272,Fix Login Bug,Implement secure login using OAuth2 protocol.,Low,Open,Diana,2025-04-07,2025-03-22,Documentation
273,Design Landing Page,Update the schema to support new user roles and permissions.,Medium,In Progress,Diana,2025-05-25,2025-05-05,Improvement
274,Fix Login Bug,There is a bug preventing users from logging in with valid credentials.,Low,In Progress,Alice,2025-06-01,2025-04-16,Documentation
275,Fix Login Bug,Improve the performance of the backend queries.,Low,In Progress,Alice,2025-05-14,2025-05-14,Documentation
276,Optimize Backend,There is a bug preventing users from logging in with valid credentials.,High,Completed,Bob,2025-06-09,2025-05-03,Feature
277,Fix Login Bug,Write unit tests for the newly added features.,High,Completed,Alice,2025-06-01,2025-03-22,Feature
278,Design Landing Page,Update the navigation bar as per the new UI guidelines.,Medium,Open,Charlie,2025-05-26,2025-03-28,Refactor
279,Optimize Backend,Design a responsive landing page for the new campaign.,Medium,Completed,Charlie,2025-05-26,2025-04-18,Improvement
280,Refactor Codebase,Design a responsive landing page for the new campaign.,Medium,Open,Alice,2025-06-08,2025-04-02,Improvement
281,Update Database Schema,Design a responsive landing page for the new campaign.,Medium,Open,Diana,2025-05-11,2025-04-16,Feature
282,Create Unit Tests,Update the navigation bar as per the new UI guidelines.,High,In Progress,Bob,2025-04-26,2025-03-16,Bug
283,Optimize Backend,Implement secure login using OAuth2 protocol.,Low,Open,Diana,2025-05-02,2025-04-20,Documentation
284,Fix Login Bug,Fix alignment and spacing issues on the mobile view.,Medium,Completed,Eve,2025-03-25,2025-03-19,Improvement
285,,Complete the documentation for the public API.,,In Progress,Alice,2025-05-26,2025-04-15,Refactor
286,Update Database Schema,Design a responsive landing page for the new campaign.,High,In Progress,Charlie,2025-05-08,2025-04-20,Feature
287,Write API Docs,Update the schema to support new user roles and permissions.,High,In Progress,Eve,2025-04-24,2025-04-14,Refactor
288,Update Database Schema,Complete the documentation for the public API.,Low,Open,Eve,2025-05-03,2025-03-25,Refactor
289,Create Unit Tests,There is a bug preventing users from logging in with valid credentials.,High,Open,Diana,2025-05-25,2025-03-30,Feature
290,Fix UI Glitches,Write unit tests for the newly added features.,Medium,In Progress,Alice,2025-05-28,2025-04-03,Refactor
291,Fix UI Glitches,Refactor the legacy code for better readability.,Medium,Open,Charlie,2025-04-21,2025-04-02,Feature
292,Implement OAuth2,Write unit tests for the newly added features.,Low,In Progress,Eve,2025-06-13,2025-03-17,Improvement
293,Write API Docs,Write unit tests for the newly added features.,Medium,In Progress,Eve,2025-06-09,2025-05-09,Refactor
294,Create Unit Tests,Complete the documentation for the public API.,Medium,Open,Alice,2025-05-06,2025-04-26,Improvement
295,Optimize Backend,Update the schema to support new user roles and permissions.,High,Open,Diana,2025-05-13,2025-04-05,Bug
296,Write API Docs,Update the schema to support new user roles and permissions.,Medium,Open,Diana,2025-05-18,2025-05-04,Feature
297,Update Database Schema,Implement secure login using OAuth2 protocol.,Low,Open,Alice,2025-05-25,2025-03-18,Documentation
298,Fix UI Glitches,Update the schema to support new user roles and permissions.,Low,Completed,Diana,2025-04-06,2025-04-01,Improvement
299,Create Unit Tests,Implement secure login using OAuth2 protocol.,High,Open,Bob,2025-05-24,2025-03-31,Feature
300,Create Unit Tests,Design a responsive landing page for the new campaign.,Low,In Progress,Charlie,2025-05-28,2025-05-02,Documentation
301,Create Unit Tests,Complete the documentation for the public API.,Low,In Progress,Charlie,2025-05-21,2025-04-13,Improvement
302,Fix UI Glitches,Improve the performance of the backend queries.,Medium,In Progress,Charlie,2025-05-14,2025-05-07,Feature
303,Implement OAuth2,Fix alignment and spacing issues on the mobile view.,Medium,In Progress,Bob,2025-05-19,2025-03-18,Improvement
304,Write API Docs,Update the navigation bar as per the new UI guidelines.,Low,In Progress,Bob,2025-04-12,2025-04-01,Improvement
305,Fix Login Bug,Fix alignment and spacing issues on the mobile view.,High,Open,Diana,2025-06-01,2025-05-12,Documentation
306,Create Unit Tests,Update the schema to support new user roles and permissions.,Medium,In Progress,Bob,2025-05-30,2025-05-03,Refactor
307,Implement OAuth2,Improve the performance of the backend queries.,High,Completed,Eve,2025-06-05,2025-04-11,Documentation
308,Create Unit Tests,Refactor the legacy code for better readability.,High,In Progress,Diana,2025-04-19,2025-03-25,Feature
309,Optimize Backend,Fix alignment and spacing issues on the mobile view.,High,Open,Eve,2025-05-19,2025-05-08,Bug
310,Write API Docs,There is a bug preventing users from logging in with valid credentials.,High,Open,Bob,2025-04-29,2025-04-26,Documentation
311,Refactor Codebase,Fix alignment and spacing issues on the mobile view.,Medium,In Progress,Charlie,2025-05-11,2025-05-03,Improvement
312,Create Unit Tests,Update the schema to support new user roles and permissions.,Medium,In Progress,Diana,2025-05-07,2025-04-26,Refactor
313,Create Unit Tests,Design a responsive landing page for the new campaign.,Low,In Progress,Bob,2025-05-15,2025-03-26,Bug
314,Write API Docs,Implement secure login using OAuth2 protocol.,High,Completed,Charlie,2025-05-19,2025-05-13,Refactor
315,Implement OAuth2,Refactor the legacy code for better readability.,Medium,Open,Bob,2025-06-12,2025-04-24,Documentation
316,Update Database Schema,Fix alignment and spacing issues on the mobile view.,Low,In Progress,Charlie,2025-06-07,2025-04-02,Bug
317,Write API Docs,Complete the documentation for the public API.,Medium,Open,Diana,2025-05-28,2025-04-30,Documentation
318,Write API Docs,significant,measure,Open,Eve,2025-05-13,2025-04-13,show
319,Create Unit Tests,Refactor the legacy code for better readability.,Medium,Completed,Diana,2025-05-01,2025-04-25,Bug
320,Update Database Schema,Update the schema to support new user roles and permissions.,Medium,Open,Alice,2025-05-13,2025-03-20,Refactor
321,Create Unit Tests,Update the schema to support new user roles and permissions.,High,Completed,Alice,2025-05-15,2025-05-09,Feature
322,Write API Docs,Improve the performance of the backend queries.,Low,In Progress,Charlie,2025-05-15,2025-03-30,Refactor
323,Implement OAuth2,Design a responsive landing page for the new campaign.,High,Completed,Diana,2025-05-08,2025-04-30,Improvement
324,Write API Docs,Update the schema to support new user roles and permissions.,Low,In Progress,Alice,2025-05-31,2025-05-06,Improvement
325,Optimize Backend,Refactor the legacy code for better readability.,High,In Progress,Diana,2025-05-21,2025-04-19,Bug
326,Implement OAuth2,,Medium,Completed,Alice,2025-04-20,2025-04-18,big
327,Create Unit Tests,Refactor the legacy code for better readability.,Low,Completed,Bob,2025-03-23,2025-03-18,Bug
328,Fix UI Glitches,Improve the performance of the backend queries.,Medium,In Progress,Bob,2025-05-05,2025-04-19,Refactor
329,Fix UI Glitches,Update the navigation bar as per the new UI guidelines.,High,In Progress,Diana,2025-05-13,2025-05-08,Refactor
330,Optimize Backend,Complete the documentation for the public API.,High,In Progress,Alice,2025-06-09,2025-04-04,Improvement
331,Refactor Codebase,Implement secure login using OAuth2 protocol.,Medium,Completed,Alice,2025-04-08,2025-03-31,Improvement
332,Update Database Schema,Fix alignment and spacing issues on the mobile view.,Low,In Progress,Eve,2025-06-02,2025-04-29,Documentation
333,Fix UI Glitches,Improve the performance of the backend queries.,High,Open,Charlie,2025-06-12,2025-05-13,Bug
334,Implement OAuth2,Improve the performance of the backend queries.,Low,Completed,Eve,2025-05-17,2025-03-18,Bug
335,Fix Login Bug,Design a responsive landing page for the new campaign.,Low,Open,Diana,2025-06-05,2025-03-24,Improvement
336,Optimize Backend,Write unit tests for the newly added features.,High,Open,Bob,2025-05-17,2025-04-04,Documentation
337,Optimize Backend,Write unit tests for the newly added features.,High,In Progress,Eve,2025-04-23,2025-04-23,Improvement
338,Update Database Schema,Update the schema to support new user roles and permissions.,Medium,Open,Charlie,2025-05-25,2025-04-23,Bug
339,Optimize Backend,Update the navigation bar as per the new UI guidelines.,Medium,Open,Charlie,2025-05-06,2025-04-17,Refactor
340,Implement OAuth2,There is a bug preventing users from logging in with valid credentials.,Medium,Open,Alice,2025-04-11,2025-04-05,Improvement
341,Update Database Schema,Complete the documentation for the public API.,Low,In Progress,Charlie,2025-05-24,2025-04-26,Documentation
342,Design Landing Page,Update the schema to support new user roles and permissions.,Medium,Completed,Charlie,2025-05-26,2025-04-29,Refactor
343,Fix Login Bug,There is a bug preventing users from logging in with valid credentials.,Medium,In Progress,Bob,2025-05-18,2025-04-19,Feature
344,Refactor Codebase,Improve the performance of the backend queries.,Low,In Progress,Charlie,2025-05-24,2025-04-19,Improvement
345,Fix UI Glitches,Implement secure login using OAuth2 protocol.,Medium,Open,Diana,2025-06-12,2025-04-11,Improvement
346,Create Unit Tests,Design a responsive landing page for the new campaign.,Low,Completed,Charlie,2025-06-10,2025-05-05,Feature
347,Fix UI Glitches,There is a bug preventing users from logging in with valid credentials.,Low,In Progress,Bob,2025-05-28,2025-05-12,Feature
348,Implement OAuth2,Refactor the legacy code for better readability.,Low,In Progress,Bob,2025-06-03,2025-05-06,Refactor
349,Write API Docs,Complete the documentation for the public API.,Medium,Open,Bob,2025-06-06,2025-04-03,Improvement
350,Fix UI Glitches,Write unit tests for the newly added features.,Medium,Completed,Alice,2025-05-13,2025-04-30,Refactor
351,Implement OAuth2,Refactor the legacy code for better readability.,Medium,Completed,Eve,2025-04-09,2025-04-08,Bug
352,Create Unit Tests,Update the schema to support new user roles and permissions.,High,Open,Diana,2025-04-05,2025-04-04,Refactor
353,Fix UI Glitches,Complete the documentation for the public API.,Low,In Progress,Bob,2025-06-03,2025-05-08,Bug
354,Implement OAuth2,Fix alignment and spacing issues on the mobile view.,High,Open,Alice,2025-06-08,2025-04-23,Improvement
355,Fix UI Glitches,Refactor the legacy code for better readability.,High,Open,Alice,2025-06-02,2025-04-20,Improvement
356,Fix Login Bug,Implement secure login using OAuth2 protocol.,Low,Open,Eve,2025-05-11,2025-04-29,Documentation
357,Design Landing Page,Implement secure login using OAuth2 protocol.,High,Open,Bob,2025-05-17,2025-04-10,Refactor
358,Update Database Schema,Implement secure login using OAuth2 protocol.,High,Open,Diana,2025-06-06,2025-05-11,Refactor
359,Implement OAuth2,Complete the documentation for the public API.,High,Completed,Eve,2025-05-15,2025-03-26,Refactor
360,Write API Docs,There is a bug preventing users from logging in with valid credentials.,Medium,Open,Bob,2025-05-16,2025-03-29,Documentation
